retailer,retailer_id,invoice_date,region,state,city,beverage_brand,delivery_company,price_per_unit ($),units_sold,total_sales ($),operating_profit ($),operating_margin (%),year,month,day,weekday,Month_Name
Walmart,1185732,2022-09-03,Northeast,Pennsylvania,Philadelphia,Coca-Cola,DHL,0.65,4750.0,3088.0,1544.0,50.0,2022,9,3,Saturday,September
Walmart,1185732,2022-09-03,Northeast,Pennsylvania,Philadelphia,Diet Coke,UPS,0.5,2750.0,1375.0,413.0,30.0,2022,9,3,Saturday,September
Walmart,1185732,2022-09-03,Northeast,Pennsylvania,Philadelphia,Sprite,DHL,0.45,2000.0,900.0,315.0,35.0,2022,9,3,Saturday,September
Walmart,1185732,2022-09-03,Northeast,Pennsylvania,Philadelphia,Fanta,UPS,0.45,1750.0,788.0,276.0,35.0,2022,9,3,Saturday,September
Walmart,1185732,2022-09-03,Northeast,Pennsylvania,Philadelphia,Powerade,FedEx,0.55,1250.0,688.0,206.0,30.0,2022,9,3,Saturday,September
Walmart,1185732,2022-09-03,Northeast,Pennsylvania,Philadelphia,Dasani Water,DHL,0.6,2250.0,1350.0,338.0,25.0,2022,9,3,Saturday,September
Walmart,1185732,2022-10-05,Northeast,Pennsylvania,Philadelphia,Coca-Cola,FedEx,0.6,4000.0,2400.0,1200.0,50.0,2022,10,5,Wednesday,October
Walmart,1185732,2022-10-05,Northeast,Pennsylvania,Philadelphia,Diet Coke,USPS,0.5,2250.0,1125.0,338.0,30.0,2022,10,5,Wednesday,October
Walmart,1185732,2022-10-05,Northeast,Pennsylvania,Philadelphia,Sprite,USPS,0.5,1250.0,625.0,219.0,35.0,2022,10,5,Wednesday,October
Walmart,1185732,2022-10-05,Northeast,Pennsylvania,Philadelphia,Fanta,FedEx,0.5,1000.0,500.0,175.0,35.0,2022,10,5,Wednesday,October
Walmart,1185732,2022-10-05,Northeast,Pennsylvania,Philadelphia,Powerade,DHL,0.6,1000.0,600.0,180.0,30.0,2022,10,5,Wednesday,October
Walmart,1185732,2022-10-05,Northeast,Pennsylvania,Philadelphia,Dasani Water,DHL,0.65,2250.0,1463.0,366.0,25.0,2022,10,5,Wednesday,October
Walmart,1185732,2022-11-04,Northeast,Pennsylvania,Philadelphia,Coca-Cola,UPS,0.7,3750.0,2625.0,1444.0,55.0,2022,11,4,Friday,November
Walmart,1185732,2022-11-04,Northeast,Pennsylvania,Philadelphia,Diet Coke,USPS,0.6,2000.0,1200.0,420.0,35.0,2022,11,4,Friday,November
Walmart,1185732,2022-11-04,Northeast,Pennsylvania,Philadelphia,Sprite,USPS,0.6,1950.0,1170.0,468.0,40.0,2022,11,4,Friday,November
Walmart,1185732,2022-11-04,Northeast,Pennsylvania,Philadelphia,Fanta,FedEx,0.6,1750.0,1050.0,420.0,40.0,2022,11,4,Friday,November
Walmart,1185732,2022-11-04,Northeast,Pennsylvania,Philadelphia,Powerade,USPS,0.7,1500.0,1050.0,368.0,35.0,2022,11,4,Friday,November
Walmart,1185732,2022-11-04,Northeast,Pennsylvania,Philadelphia,Dasani Water,DHL,0.75,2500.0,1875.0,563.0,30.0,2022,11,4,Friday,November
Walmart,1185732,2022-12-03,Northeast,Pennsylvania,Philadelphia,Coca-Cola,USPS,0.7,4750.0,3325.0,1829.0,55.0,2022,12,3,Saturday,December
Walmart,1185732,2022-12-03,Northeast,Pennsylvania,Philadelphia,Diet Coke,UPS,0.6,2750.0,1650.0,578.0,35.0,2022,12,3,Saturday,December
Walmart,1185732,2022-12-03,Northeast,Pennsylvania,Philadelphia,Sprite,USPS,0.6,2250.0,1350.0,540.0,40.0,2022,12,3,Saturday,December
Walmart,1185732,2022-12-03,Northeast,Pennsylvania,Philadelphia,Fanta,UPS,0.6,1750.0,1050.0,420.0,40.0,2022,12,3,Saturday,December
Walmart,1185732,2022-12-03,Northeast,Pennsylvania,Philadelphia,Powerade,UPS,0.7,1750.0,1225.0,429.0,35.0,2022,12,3,Saturday,December
Walmart,1185732,2022-12-03,Northeast,Pennsylvania,Philadelphia,Dasani Water,FedEx,0.75,2750.0,2063.0,619.0,30.0,2022,12,3,Saturday,December
CVS,1128299,2022-01-15,West,Nevada,Las Vegas,Coca-Cola,DHL,0.35,4500.0,1575.0,630.0,40.0,2022,1,15,Saturday,January
CVS,1128299,2022-01-15,West,Nevada,Las Vegas,Diet Coke,DHL,0.45,4500.0,2025.0,506.0,25.0,2022,1,15,Saturday,January
CVS,1128299,2022-01-15,West,Nevada,Las Vegas,Sprite,FedEx,0.45,4500.0,2025.0,810.0,40.0,2022,1,15,Saturday,January
CVS,1128299,2022-01-15,West,Nevada,Las Vegas,Fanta,FedEx,0.45,3000.0,1350.0,473.0,35.0,2022,1,15,Saturday,January
CVS,1128299,2022-01-15,West,Nevada,Las Vegas,Powerade,UPS,0.5,2500.0,1250.0,688.0,55.0,2022,1,15,Saturday,January
CVS,1128299,2022-01-15,West,Nevada,Las Vegas,Dasani Water,FedEx,0.45,4750.0,2138.0,428.0,20.0,2022,1,15,Saturday,January
CVS,1128299,2022-02-15,West,Nevada,Las Vegas,Coca-Cola,FedEx,0.35,5250.0,1838.0,735.0,40.0,2022,2,15,Tuesday,February
CVS,1128299,2022-02-15,West,Nevada,Las Vegas,Diet Coke,UPS,0.45,4250.0,1913.0,478.0,25.0,2022,2,15,Tuesday,February
CVS,1128299,2022-02-15,West,Nevada,Las Vegas,Sprite,UPS,0.45,4250.0,1913.0,765.0,40.0,2022,2,15,Tuesday,February
CVS,1128299,2022-02-15,West,Nevada,Las Vegas,Fanta,FedEx,0.45,2750.0,1238.0,433.0,35.0,2022,2,15,Tuesday,February
CVS,1128299,2022-02-15,West,Nevada,Las Vegas,Powerade,DHL,0.5,2000.0,1000.0,550.0,55.0,2022,2,15,Tuesday,February
CVS,1128299,2022-02-15,West,Nevada,Las Vegas,Dasani Water,UPS,0.45,4000.0,1800.0,360.0,20.0,2022,2,15,Tuesday,February
CVS,1128299,2022-03-14,West,Nevada,Las Vegas,Coca-Cola,USPS,0.45,5500.0,2475.0,990.0,40.0,2022,3,14,Monday,March
CVS,1128299,2022-03-14,West,Nevada,Las Vegas,Diet Coke,USPS,0.55,4000.0,2200.0,550.0,25.0,2022,3,14,Monday,March
CVS,1128299,2022-03-14,West,Nevada,Las Vegas,Sprite,USPS,0.55,4000.0,2200.0,880.0,40.0,2022,3,14,Monday,March
CVS,1128299,2022-03-14,West,Nevada,Las Vegas,Fanta,DHL,0.55,3000.0,1650.0,578.0,35.0,2022,3,14,Monday,March
CVS,1128299,2022-03-14,West,Nevada,Las Vegas,Powerade,USPS,0.6,1750.0,1050.0,578.0,55.0,2022,3,14,Monday,March
CVS,1128299,2022-03-14,West,Nevada,Las Vegas,Dasani Water,DHL,0.55,3750.0,2063.0,413.0,20.0,2022,3,14,Monday,March
CVS,1128299,2022-04-15,West,Nevada,Las Vegas,Coca-Cola,DHL,0.6,5500.0,3300.0,1320.0,40.0,2022,4,15,Friday,April
CVS,1128299,2022-04-15,West,Nevada,Las Vegas,Diet Coke,DHL,0.65,3500.0,2275.0,569.0,25.0,2022,4,15,Friday,April
CVS,1128299,2022-04-15,West,Nevada,Las Vegas,Sprite,DHL,0.65,4000.0,2600.0,1040.0,40.0,2022,4,15,Friday,April
CVS,1128299,2022-04-15,West,Nevada,Las Vegas,Fanta,USPS,0.6,3000.0,1800.0,630.0,35.0,2022,4,15,Friday,April
CVS,1128299,2022-04-15,West,Nevada,Las Vegas,Powerade,FedEx,0.65,2000.0,1300.0,715.0,55.0,2022,4,15,Friday,April
CVS,1128299,2022-04-15,West,Nevada,Las Vegas,Dasani Water,USPS,0.8,3500.0,2800.0,560.0,20.0,2022,4,15,Friday,April
CVS,1128299,2022-05-16,West,Nevada,Las Vegas,Coca-Cola,UPS,0.6,5500.0,3300.0,1485.0,45.0,2022,5,16,Monday,May
CVS,1128299,2022-05-16,West,Nevada,Las Vegas,Diet Coke,FedEx,0.65,4000.0,2600.0,780.0,30.0,2022,5,16,Monday,May
CVS,1128299,2022-05-16,West,Nevada,Las Vegas,Sprite,DHL,0.65,4000.0,2600.0,1170.0,45.0,2022,5,16,Monday,May
CVS,1128299,2022-05-16,West,Nevada,Las Vegas,Fanta,USPS,0.6,3000.0,1800.0,720.0,40.0,2022,5,16,Monday,May
CVS,1128299,2022-05-16,West,Nevada,Las Vegas,Powerade,USPS,0.65,2000.0,1300.0,780.0,60.0,2022,5,16,Monday,May
CVS,1128299,2022-05-16,West,Nevada,Las Vegas,Dasani Water,DHL,0.8,4500.0,3600.0,900.0,25.0,2022,5,16,Monday,May
CVS,1128299,2022-06-15,West,Nevada,Las Vegas,Coca-Cola,FedEx,0.6,7000.0,4200.0,1890.0,45.0,2022,6,15,Wednesday,June
CVS,1128299,2022-06-15,West,Nevada,Las Vegas,Diet Coke,UPS,0.65,5500.0,3575.0,1073.0,30.0,2022,6,15,Wednesday,June
CVS,1128299,2022-06-15,West,Nevada,Las Vegas,Sprite,USPS,0.65,5500.0,3575.0,1609.0,45.0,2022,6,15,Wednesday,June
CVS,1128299,2022-06-15,West,Nevada,Las Vegas,Fanta,FedEx,0.6,4250.0,2550.0,1020.0,40.0,2022,6,15,Wednesday,June
CVS,1128299,2022-06-15,West,Nevada,Las Vegas,Powerade,FedEx,0.65,3000.0,1950.0,1170.0,60.0,2022,6,15,Wednesday,June
CVS,1128299,2022-06-15,West,Nevada,Las Vegas,Dasani Water,UPS,0.8,6000.0,4800.0,1200.0,25.0,2022,6,15,Wednesday,June
CVS,1128299,2022-07-14,West,Nevada,Las Vegas,Coca-Cola,DHL,0.6,7500.0,4500.0,1800.0,40.0,2022,7,14,Thursday,July
CVS,1128299,2022-07-14,West,Nevada,Las Vegas,Diet Coke,FedEx,0.65,6000.0,3900.0,975.0,25.0,2022,7,14,Thursday,July
CVS,1128299,2022-07-14,West,Nevada,Las Vegas,Sprite,USPS,0.65,5500.0,3575.0,1430.0,40.0,2022,7,14,Thursday,July
CVS,1128299,2022-07-14,West,Nevada,Las Vegas,Fanta,FedEx,0.6,4500.0,2700.0,945.0,35.0,2022,7,14,Thursday,July
CVS,1128299,2022-07-14,West,Nevada,Las Vegas,Powerade,UPS,0.65,5000.0,3250.0,1788.0,55.0,2022,7,14,Thursday,July
CVS,1128299,2022-07-14,West,Nevada,Las Vegas,Dasani Water,FedEx,0.8,5000.0,4000.0,800.0,20.0,2022,7,14,Thursday,July
CVS,1128299,2022-08-15,West,Nevada,Las Vegas,Coca-Cola,DHL,0.65,7000.0,4550.0,1820.0,40.0,2022,8,15,Monday,August
CVS,1128299,2022-08-15,West,Nevada,Las Vegas,Diet Coke,USPS,0.7,6500.0,4550.0,1138.0,25.0,2022,8,15,Monday,August
CVS,1128299,2022-08-15,West,Nevada,Las Vegas,Sprite,UPS,0.65,5250.0,3413.0,1365.0,40.0,2022,8,15,Monday,August
CVS,1128299,2022-08-15,West,Nevada,Las Vegas,Fanta,USPS,0.65,4750.0,3088.0,1081.0,35.0,2022,8,15,Monday,August
CVS,1128299,2022-08-15,West,Nevada,Las Vegas,Powerade,FedEx,0.75,4750.0,3563.0,1959.0,55.0,2022,8,15,Monday,August
CVS,1128299,2022-08-15,West,Nevada,Las Vegas,Dasani Water,FedEx,0.8,4000.0,3200.0,640.0,20.0,2022,8,15,Monday,August
CVS,1128299,2022-09-16,West,Nevada,Las Vegas,Coca-Cola,USPS,0.6,6000.0,3600.0,1260.0,35.0,2022,9,16,Friday,September
CVS,1128299,2022-09-16,West,Nevada,Las Vegas,Diet Coke,USPS,0.65,6000.0,3900.0,780.0,20.0,2022,9,16,Friday,September
CVS,1128299,2022-09-16,West,Nevada,Las Vegas,Sprite,USPS,0.6,4500.0,2700.0,945.0,35.0,2022,9,16,Friday,September
CVS,1128299,2022-09-16,West,Nevada,Las Vegas,Fanta,FedEx,0.6,4000.0,2400.0,720.0,30.0,2022,9,16,Friday,September
CVS,1128299,2022-09-16,West,Nevada,Las Vegas,Powerade,DHL,0.7,4000.0,2800.0,1400.0,50.0,2022,9,16,Friday,September
CVS,1128299,2022-09-16,West,Nevada,Las Vegas,Dasani Water,DHL,0.75,4500.0,3375.0,506.0,15.0,2022,9,16,Friday,September
CVS,1128299,2022-10-15,West,Nevada,Las Vegas,Coca-Cola,FedEx,0.6,5500.0,3300.0,1155.0,35.0,2022,10,15,Saturday,October
CVS,1128299,2022-10-15,West,Nevada,Las Vegas,Diet Coke,UPS,0.65,5500.0,3575.0,715.0,20.0,2022,10,15,Saturday,October
CVS,1128299,2022-10-15,West,Nevada,Las Vegas,Sprite,UPS,0.6,3750.0,2250.0,788.0,35.0,2022,10,15,Saturday,October
CVS,1128299,2022-10-15,West,Nevada,Las Vegas,Fanta,USPS,0.6,3500.0,2100.0,630.0,30.0,2022,10,15,Saturday,October
CVS,1128299,2022-10-15,West,Nevada,Las Vegas,Powerade,UPS,0.7,3250.0,2275.0,1138.0,50.0,2022,10,15,Saturday,October
CVS,1128299,2022-10-15,West,Nevada,Las Vegas,Dasani Water,UPS,0.75,3750.0,2813.0,422.0,15.0,2022,10,15,Saturday,October
CVS,1128299,2022-11-15,West,Nevada,Las Vegas,Coca-Cola,DHL,0.6,5750.0,3450.0,1208.0,35.0,2022,11,15,Tuesday,November
CVS,1128299,2022-11-15,West,Nevada,Las Vegas,Diet Coke,FedEx,0.65,5750.0,3738.0,748.0,20.0,2022,11,15,Tuesday,November
CVS,1128299,2022-11-15,West,Nevada,Las Vegas,Sprite,DHL,0.6,4250.0,2550.0,893.0,35.0,2022,11,15,Tuesday,November
CVS,1128299,2022-11-15,West,Nevada,Las Vegas,Fanta,FedEx,0.6,4000.0,2400.0,720.0,30.0,2022,11,15,Tuesday,November
CVS,1128299,2022-11-15,West,Nevada,Las Vegas,Powerade,USPS,0.7,3500.0,2450.0,1225.0,50.0,2022,11,15,Tuesday,November
CVS,1128299,2022-11-15,West,Nevada,Las Vegas,Dasani Water,USPS,0.75,4750.0,3563.0,534.0,15.0,2022,11,15,Tuesday,November
CVS,1128299,2022-12-14,West,Nevada,Las Vegas,Coca-Cola,UPS,0.6,6750.0,4050.0,1418.0,35.0,2022,12,14,Wednesday,December
CVS,1128299,2022-12-14,West,Nevada,Las Vegas,Diet Coke,USPS,0.65,6750.0,4388.0,878.0,20.0,2022,12,14,Wednesday,December
CVS,1128299,2022-12-14,West,Nevada,Las Vegas,Sprite,UPS,0.6,4750.0,2850.0,998.0,35.0,2022,12,14,Wednesday,December
CVS,1128299,2022-12-14,West,Nevada,Las Vegas,Fanta,UPS,0.6,4750.0,2850.0,855.0,30.0,2022,12,14,Wednesday,December
CVS,1128299,2022-12-14,West,Nevada,Las Vegas,Powerade,USPS,0.7,4000.0,2800.0,1400.0,50.0,2022,12,14,Wednesday,December
CVS,1128299,2022-12-14,West,Nevada,Las Vegas,Dasani Water,UPS,0.75,5000.0,3750.0,563.0,15.0,2022,12,14,Wednesday,December
CVS,1128299,2022-01-05,West,Colorado,Denver,Coca-Cola,UPS,0.3,4250.0,1275.0,446.0,35.0,2022,1,5,Wednesday,January
CVS,1128299,2022-01-05,West,Colorado,Denver,Diet Coke,USPS,0.4,4250.0,1700.0,340.0,20.0,2022,1,5,Wednesday,January
CVS,1128299,2022-01-05,West,Colorado,Denver,Sprite,DHL,0.4,4250.0,1700.0,595.0,35.0,2022,1,5,Wednesday,January
CVS,1128299,2022-01-05,West,Colorado,Denver,Fanta,UPS,0.4,2750.0,1100.0,330.0,30.0,2022,1,5,Wednesday,January
CVS,1128299,2022-01-05,West,Colorado,Denver,Powerade,DHL,0.45,2250.0,1013.0,506.0,50.0,2022,1,5,Wednesday,January
CVS,1128299,2022-01-05,West,Colorado,Denver,Dasani Water,DHL,0.4,4750.0,1900.0,285.0,15.0,2022,1,5,Wednesday,January
CVS,1128299,2022-02-05,West,Colorado,Denver,Coca-Cola,USPS,0.3,5250.0,1575.0,551.0,35.0,2022,2,5,Saturday,February
CVS,1128299,2022-02-05,West,Colorado,Denver,Diet Coke,FedEx,0.4,4250.0,1700.0,340.0,20.0,2022,2,5,Saturday,February
CVS,1128299,2022-02-05,West,Colorado,Denver,Sprite,USPS,0.4,4250.0,1700.0,595.0,35.0,2022,2,5,Saturday,February
CVS,1128299,2022-02-05,West,Colorado,Denver,Fanta,USPS,0.4,2750.0,1100.0,330.0,30.0,2022,2,5,Saturday,February
CVS,1128299,2022-02-05,West,Colorado,Denver,Powerade,DHL,0.45,2000.0,900.0,450.0,50.0,2022,2,5,Saturday,February
CVS,1128299,2022-02-05,West,Colorado,Denver,Dasani Water,DHL,0.4,4000.0,1600.0,240.0,15.0,2022,2,5,Saturday,February
CVS,1128299,2022-03-04,West,Colorado,Denver,Coca-Cola,UPS,0.4,5500.0,2200.0,770.0,35.0,2022,3,4,Friday,March
CVS,1128299,2022-03-04,West,Colorado,Denver,Diet Coke,DHL,0.5,4000.0,2000.0,400.0,20.0,2022,3,4,Friday,March
CVS,1128299,2022-03-04,West,Colorado,Denver,Sprite,FedEx,0.55,4000.0,2200.0,770.0,35.0,2022,3,4,Friday,March
CVS,1128299,2022-03-04,West,Colorado,Denver,Fanta,UPS,0.55,3000.0,1650.0,495.0,30.0,2022,3,4,Friday,March
CVS,1128299,2022-03-04,West,Colorado,Denver,Powerade,UPS,0.6,1500.0,900.0,450.0,50.0,2022,3,4,Friday,March
CVS,1128299,2022-03-04,West,Colorado,Denver,Dasani Water,USPS,0.55,3500.0,1925.0,289.0,15.0,2022,3,4,Friday,March
CVS,1128299,2022-04-05,West,Colorado,Denver,Coca-Cola,USPS,0.6,5250.0,3150.0,1103.0,35.0,2022,4,5,Tuesday,April
CVS,1128299,2022-04-05,West,Colorado,Denver,Diet Coke,USPS,0.65,3250.0,2113.0,423.0,20.0,2022,4,5,Tuesday,April
CVS,1128299,2022-04-05,West,Colorado,Denver,Sprite,DHL,0.65,3750.0,2438.0,853.0,35.0,2022,4,5,Tuesday,April
CVS,1128299,2022-04-05,West,Colorado,Denver,Fanta,UPS,0.6,2750.0,1650.0,495.0,30.0,2022,4,5,Tuesday,April
CVS,1128299,2022-04-05,West,Colorado,Denver,Powerade,UPS,0.65,1750.0,1138.0,569.0,50.0,2022,4,5,Tuesday,April
CVS,1128299,2022-04-05,West,Colorado,Denver,Dasani Water,DHL,0.8,3250.0,2600.0,390.0,15.0,2022,4,5,Tuesday,April
CVS,1128299,2022-05-06,West,Colorado,Denver,Coca-Cola,FedEx,0.6,5250.0,3150.0,1575.0,50.0,2022,5,6,Friday,May
CVS,1128299,2022-05-06,West,Colorado,Denver,Diet Coke,USPS,0.65,3750.0,2438.0,853.0,35.0,2022,5,6,Friday,May
CVS,1128299,2022-05-06,West,Colorado,Denver,Sprite,UPS,0.65,3750.0,2438.0,1219.0,50.0,2022,5,6,Friday,May
CVS,1128299,2022-05-06,West,Colorado,Denver,Fanta,USPS,0.6,2750.0,1650.0,743.0,45.0,2022,5,6,Friday,May
CVS,1128299,2022-05-06,West,Colorado,Denver,Powerade,FedEx,0.65,1750.0,1138.0,739.0,65.0,2022,5,6,Friday,May
CVS,1128299,2022-05-06,West,Colorado,Denver,Dasani Water,UPS,0.8,4750.0,3800.0,1140.0,30.0,2022,5,6,Friday,May
CVS,1128299,2022-06-05,West,Colorado,Denver,Coca-Cola,DHL,0.6,7250.0,4350.0,2175.0,50.0,2022,6,5,Sunday,June
CVS,1128299,2022-06-05,West,Colorado,Denver,Diet Coke,USPS,0.65,5750.0,3738.0,1308.0,35.0,2022,6,5,Sunday,June
CVS,1128299,2022-06-05,West,Colorado,Denver,Sprite,DHL,0.65,5750.0,3738.0,1869.0,50.0,2022,6,5,Sunday,June
CVS,1128299,2022-06-05,West,Colorado,Denver,Fanta,UPS,0.65,4500.0,2925.0,1316.0,45.0,2022,6,5,Sunday,June
CVS,1128299,2022-06-05,West,Colorado,Denver,Powerade,FedEx,0.7,3250.0,2275.0,1479.0,65.0,2022,6,5,Sunday,June
CVS,1128299,2022-06-05,West,Colorado,Denver,Dasani Water,UPS,0.85,6250.0,5313.0,1594.0,30.0,2022,6,5,Sunday,June
CVS,1128299,2022-07-04,West,Colorado,Denver,Coca-Cola,FedEx,0.65,7750.0,5038.0,2267.0,45.0,2022,7,4,Monday,July
CVS,1128299,2022-07-04,West,Colorado,Denver,Diet Coke,FedEx,0.7,6250.0,4375.0,1313.0,30.0,2022,7,4,Monday,July
CVS,1128299,2022-07-04,West,Colorado,Denver,Sprite,FedEx,0.7,5750.0,4025.0,1811.0,45.0,2022,7,4,Monday,July
CVS,1128299,2022-07-04,West,Colorado,Denver,Fanta,USPS,0.65,4750.0,3088.0,1235.0,40.0,2022,7,4,Monday,July
CVS,1128299,2022-07-04,West,Colorado,Denver,Powerade,USPS,0.7,5250.0,3675.0,2205.0,60.0,2022,7,4,Monday,July
CVS,1128299,2022-07-04,West,Colorado,Denver,Dasani Water,UPS,0.85,5250.0,4463.0,1116.0,25.0,2022,7,4,Monday,July
CVS,1128299,2022-08-05,West,Colorado,Denver,Coca-Cola,DHL,0.7,7250.0,5075.0,2284.0,45.0,2022,8,5,Friday,August
CVS,1128299,2022-08-05,West,Colorado,Denver,Diet Coke,USPS,0.75,6750.0,5063.0,1519.0,30.0,2022,8,5,Friday,August
CVS,1128299,2022-08-05,West,Colorado,Denver,Sprite,FedEx,0.7,5500.0,3850.0,1733.0,45.0,2022,8,5,Friday,August
CVS,1128299,2022-08-05,West,Colorado,Denver,Fanta,UPS,0.7,5000.0,3500.0,1400.0,40.0,2022,8,5,Friday,August
CVS,1128299,2022-08-05,West,Colorado,Denver,Powerade,DHL,0.75,5000.0,3750.0,2250.0,60.0,2022,8,5,Friday,August
CVS,1128299,2022-08-05,West,Colorado,Denver,Dasani Water,DHL,0.8,4000.0,3200.0,800.0,25.0,2022,8,5,Friday,August
CVS,1128299,2022-09-06,West,Colorado,Denver,Coca-Cola,FedEx,0.65,6000.0,3900.0,1560.0,40.0,2022,9,6,Tuesday,September
CVS,1128299,2022-09-06,West,Colorado,Denver,Diet Coke,DHL,0.7,6000.0,4200.0,1050.0,25.0,2022,9,6,Tuesday,September
CVS,1128299,2022-09-06,West,Colorado,Denver,Sprite,FedEx,0.65,4500.0,2925.0,1170.0,40.0,2022,9,6,Tuesday,September
CVS,1128299,2022-09-06,West,Colorado,Denver,Fanta,USPS,0.65,4000.0,2600.0,910.0,35.0,2022,9,6,Tuesday,September
CVS,1128299,2022-09-06,West,Colorado,Denver,Powerade,USPS,0.75,4000.0,3000.0,1650.0,55.0,2022,9,6,Tuesday,September
CVS,1128299,2022-09-06,West,Colorado,Denver,Dasani Water,USPS,0.7,4250.0,2975.0,595.0,20.0,2022,9,6,Tuesday,September
CVS,1128299,2022-10-05,West,Colorado,Denver,Coca-Cola,UPS,0.55,5250.0,2888.0,1155.0,40.0,2022,10,5,Wednesday,October
CVS,1128299,2022-10-05,West,Colorado,Denver,Diet Coke,USPS,0.6,5250.0,3150.0,788.0,25.0,2022,10,5,Wednesday,October
CVS,1128299,2022-10-05,West,Colorado,Denver,Sprite,UPS,0.55,3500.0,1925.0,770.0,40.0,2022,10,5,Wednesday,October
CVS,1128299,2022-10-05,West,Colorado,Denver,Fanta,UPS,0.55,3250.0,1788.0,626.0,35.0,2022,10,5,Wednesday,October
CVS,1128299,2022-10-05,West,Colorado,Denver,Powerade,DHL,0.65,3000.0,1950.0,1073.0,55.0,2022,10,5,Wednesday,October
CVS,1128299,2022-10-05,West,Colorado,Denver,Dasani Water,USPS,0.7,3500.0,2450.0,490.0,20.0,2022,10,5,Wednesday,October
CVS,1128299,2022-11-05,West,Colorado,Denver,Coca-Cola,DHL,0.55,5750.0,3163.0,1265.0,40.0,2022,11,5,Saturday,November
CVS,1128299,2022-11-05,West,Colorado,Denver,Diet Coke,FedEx,0.6,5750.0,3450.0,863.0,25.0,2022,11,5,Saturday,November
CVS,1128299,2022-11-05,West,Colorado,Denver,Sprite,UPS,0.55,4250.0,2338.0,935.0,40.0,2022,11,5,Saturday,November
CVS,1128299,2022-11-05,West,Colorado,Denver,Fanta,UPS,0.65,4000.0,2600.0,910.0,35.0,2022,11,5,Saturday,November
CVS,1128299,2022-11-05,West,Colorado,Denver,Powerade,UPS,0.75,3750.0,2813.0,1547.0,55.0,2022,11,5,Saturday,November
CVS,1128299,2022-11-05,West,Colorado,Denver,Dasani Water,DHL,0.8,5000.0,4000.0,800.0,20.0,2022,11,5,Saturday,November
CVS,1128299,2022-12-04,West,Colorado,Denver,Coca-Cola,FedEx,0.65,7000.0,4550.0,1820.0,40.0,2022,12,4,Sunday,December
CVS,1128299,2022-12-04,West,Colorado,Denver,Diet Coke,FedEx,0.7,7000.0,4900.0,1225.0,25.0,2022,12,4,Sunday,December
CVS,1128299,2022-12-04,West,Colorado,Denver,Sprite,DHL,0.65,5000.0,3250.0,1300.0,40.0,2022,12,4,Sunday,December
CVS,1128299,2022-12-04,West,Colorado,Denver,Fanta,DHL,0.65,5000.0,3250.0,1138.0,35.0,2022,12,4,Sunday,December
CVS,1128299,2022-12-04,West,Colorado,Denver,Powerade,USPS,0.75,4250.0,3188.0,1753.0,55.0,2022,12,4,Sunday,December
CVS,1128299,2022-12-04,West,Colorado,Denver,Dasani Water,FedEx,0.8,5250.0,4200.0,840.0,20.0,2022,12,4,Sunday,December
CVS,1128299,2022-01-03,West,Washington,Seattle,Coca-Cola,FedEx,0.4,4500.0,1800.0,540.0,30.0,2022,1,3,Monday,January
CVS,1128299,2022-01-03,West,Washington,Seattle,Diet Coke,DHL,0.5,4500.0,2250.0,563.0,25.0,2022,1,3,Monday,January
CVS,1128299,2022-01-03,West,Washington,Seattle,Sprite,UPS,0.5,4500.0,2250.0,563.0,25.0,2022,1,3,Monday,January
CVS,1128299,2022-01-03,West,Washington,Seattle,Fanta,FedEx,0.5,3000.0,1500.0,450.0,30.0,2022,1,3,Monday,January
CVS,1128299,2022-01-03,West,Washington,Seattle,Powerade,FedEx,0.55,2500.0,1375.0,344.0,25.0,2022,1,3,Monday,January
CVS,1128299,2022-01-03,West,Washington,Seattle,Dasani Water,FedEx,0.5,5000.0,2500.0,500.0,20.0,2022,1,3,Monday,January
CVS,1128299,2022-02-03,West,Washington,Seattle,Coca-Cola,UPS,0.4,5500.0,2200.0,660.0,30.0,2022,2,3,Thursday,February
CVS,1128299,2022-02-03,West,Washington,Seattle,Diet Coke,DHL,0.5,4500.0,2250.0,563.0,25.0,2022,2,3,Thursday,February
CVS,1128299,2022-02-03,West,Washington,Seattle,Sprite,FedEx,0.5,4500.0,2250.0,563.0,25.0,2022,2,3,Thursday,February
CVS,1128299,2022-02-03,West,Washington,Seattle,Fanta,DHL,0.5,3000.0,1500.0,450.0,30.0,2022,2,3,Thursday,February
CVS,1128299,2022-02-03,West,Washington,Seattle,Powerade,USPS,0.55,2250.0,1238.0,309.0,25.0,2022,2,3,Thursday,February
CVS,1128299,2022-02-03,West,Washington,Seattle,Dasani Water,DHL,0.5,4250.0,2125.0,425.0,20.0,2022,2,3,Thursday,February
CVS,1128299,2022-03-02,West,Washington,Seattle,Coca-Cola,DHL,0.5,5750.0,2875.0,863.0,30.0,2022,3,2,Wednesday,March
CVS,1128299,2022-03-02,West,Washington,Seattle,Diet Coke,UPS,0.6,4250.0,2550.0,638.0,25.0,2022,3,2,Wednesday,March
CVS,1128299,2022-03-02,West,Washington,Seattle,Sprite,DHL,0.65,4250.0,2763.0,691.0,25.0,2022,3,2,Wednesday,March
CVS,1128299,2022-03-02,West,Washington,Seattle,Fanta,USPS,0.65,3250.0,2113.0,634.0,30.0,2022,3,2,Wednesday,March
CVS,1128299,2022-03-02,West,Washington,Seattle,Powerade,FedEx,0.7,1750.0,1225.0,306.0,25.0,2022,3,2,Wednesday,March
